strata,iteration,field,type,id,2022-01-01 01:00:00,2022-01-01 02:00:00,2022-01-01 03:00:00,2022-01-01 04:00:00,2022-01-01 05:00:00,2022-01-01 06:00:00,2022-01-01 07:00:00,2022-01-01 08:00:00
0,0,in_service,bus,HV2 Bus 127,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 128,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 129,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 13,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 130,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 131,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 132,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 133,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 134,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 135,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 136,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 137,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 138,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 139,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 14,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 140,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 141,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 142,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 143,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 144,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 145,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 146,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 147,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 148,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 149,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 15,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 150,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 151,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 152,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 153,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 154,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 155,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 156,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 157,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 158,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 159,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 16,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 160,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 161,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 162,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 163,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 164,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 165,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 166,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 167,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 168,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 169,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 17,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 170,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 171,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 172,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 173,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 174,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 175,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 176,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 177,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 178,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 179,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 18,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 180,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 181,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 182,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 183,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 184,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 185,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 186,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 187,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 188,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 189,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 19,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 190,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 191,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 192,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 193,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 194,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 195,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 196,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 197,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 198,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 199,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 2,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 20,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 200,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 201,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 202,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 203,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 204,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 205,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 206,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 207,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 208,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 209,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 21,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 210,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 211,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 212,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 213,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 214,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 215,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 216,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 217,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 218,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 219,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 22,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 220,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 221,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 222,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 223,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 224,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 225,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 226,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 227,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 228,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 229,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 23,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 230,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 231,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 232,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 233,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 234,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 235,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 236,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 237,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 238,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 239,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 24,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 240,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 241,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 242,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 243,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 244,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 245,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 246,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 247,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 248,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 249,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 25,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 250,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 251,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 252,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 253,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 254,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 255,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 256,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 257,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 258,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 259,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 26,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 260,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 261,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 262,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 263,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 264,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 265,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 266,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 267,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 268,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 269,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 27,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 270,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 271,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 272,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 273,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 274,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 275,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 276,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 277,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 278,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 279,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 28,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 280,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 281,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 282,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 283,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 284,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 285,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 286,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 287,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 288,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 289,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 29,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 290,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 291,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 292,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 293,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 294,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 295,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 296,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 297,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 298,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 299,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 3,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 30,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 300,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 301,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 302,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 303,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 304,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 305,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 306,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 307,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 308,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 309,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 31,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 310,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 311,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 312,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 313,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 314,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 315,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 316,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 317,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 318,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 319,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 32,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 320,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 321,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 322,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 323,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 324,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 325,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 326,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 327,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 328,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 329,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 33,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 330,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 331,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 332,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 333,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 334,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 335,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 336,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 337,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 338,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 339,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 34,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 340,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 341,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 342,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 343,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 344,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 345,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 346,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 347,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 348,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 349,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 35,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 350,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 351,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 352,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 353,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 354,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 355,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 356,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 357,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 358,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 359,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 36,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 360,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 361,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 362,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 363,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 364,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 365,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 366,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 367,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 37,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 38,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 39,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 4,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 40,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 41,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 42,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 43,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 44,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 45,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 46,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 47,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 48,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 49,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 5,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 50,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 51,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 52,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 53,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 54,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 55,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 56,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 57,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 58,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 59,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 6,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 60,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 61,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 62,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 63,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 64,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 65,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 66,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 67,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 68,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 69,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 7,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 70,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 71,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 72,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 73,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 74,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 75,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 76,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 77,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 78,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 79,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 8,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 80,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 81,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 82,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 83,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 84,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 85,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 86,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 87,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 88,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 89,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 9,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 90,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 91,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 92,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 93,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 94,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 95,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 96,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 97,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 98,1.0,1.0,,,,,,
0,0,in_service,bus,HV2 Bus 99,1.0,1.0,,,,,,
0,0,p_mw,bus,EHV Bus 1865,-33.13333699435943,-37.08367484824461,,,,,,
0,0,p_mw,bus,EHV Bus 1866,0.0,0.0,,,,,,
0,0,p_mw,bus,EHV Bus 3092,0.0,0.0,,,,,,
0,0,p_mw,bus,EHV Bus 3093,0.0,0.0,,,,,,
0,0,p_mw,bus,EHV Bus 3094,0.0,0.0,,,,,,
0,0,p_mw,bus,HV2 Bus 1,-19.421667926533,-19.541945718612663,,,,,,
0,0,p_mw,bus,HV2 Bus 10,0.0,0.0,,,,,,
0,0,p_mw,bus,HV2 Bus 100,0.0,0.0,,,,,,
0,0,p_mw,bus,HV2 Bus 101,0.0,0.0,,,,,,
0,0,p_mw,bus,HV2 Bus 102,4.957605780122311,5.004760135263382,,,,,,
0,0,p_mw,bus,HV2 Bus 103,0.0,0.0,,,,,,
0,0,p_mw,bus,HV2 Bus 104,0.0,0.0,,,,,,
0,0,p_mw,bus,HV2 Bus 105,-10.303973684807051,-10.348375622364289,,,,,,
0,0,p_mw,bus,HV2 Bus 106,0.0,0.0,,,,,,
0,0,p_mw,bus,HV2 Bus 107,0.0,0.0,,,,,,
0,0,p_mw,bus,HV2 Bus 108,-18.889970537114817,-20.2310152186039,,,,,,
0,0,p_mw,bus,HV2 Bus 109,0.0,0.0,,,,,,
0,0,p_mw,bus,HV2 Bus 11,0.0,0.0,,,,,,
0,0,p_mw,bus,HV2 Bus 110,0.0,0.0,,,,,,
